Sp	BOLD	GenBank
Operophtera bruceata	PDOWM034-13	JQ616152
Operophtera bruceata	LOWC535-05	NA
Operophtera bruceata	GBMIN80864-17	KX591055
Operophtera bruceata	SMTPR8596-16	MG359769
Operophtera bruceata	PDOWM216-13	JQ616135
Operophtera bruceata	GBMIN80862-17	KX591053
Operophtera bruceata	GBMNC52064-20	MT641296
Operophtera bruceata	GBMNC52063-20	MT641297
Operophtera bruceata	GBMNC52046-20	MT641314
Operophtera bruceata	GBMNC52077-20	MT641283
Operophtera bruceata	XAB755-04	GU094145
Operophtera bruceata	PDOWM253-13	JQ616071
Operophtera bruceata	XAB714-04	GU094183
Operophtera bruceata	PDOWM372-13	JQ616014
Operophtera bruceata	LOWC541-05	KT129675
Operophtera bruceata	XAB739-04	GU094127
Operophtera bruceata	PDOWM122-13	JQ616145
Operophtera bruceata	LOWC544-05	KT146167
Operophtera bruceata	GBMNC52072-20	MT641288
Operophtera bruceata	GWNR599-07	HQ649000
Operophtera bruceata	PDOWM215-13	JQ616136
Operophtera bruceata	GBMNC52055-20	MT641305
Operophtera bruceata	GBMNC52065-20	MT641295
Operophtera bruceata	PDOWM408-13	JQ615996
Operophtera bruceata	GBMNC52086-20	MT641274
Operophtera bruceata	GBMNC52062-20	MT641298
Operophtera bruceata	PDOWM350-13	JQ615984
Operophtera bruceata	GBMNC52053-20	MT641307
Operophtera bruceata	LOWC537-05	KT132691
Operophtera bruceata	PDOWM238-13	JQ616121
Operophtera bruceata	XAB742-04	GU094137
Operophtera bruceata	GBMNC52054-20	MT641306
Operophtera bruceata	PDOWM384-13	JQ616147
Operophtera bruceata	PDOWM365-13	JQ616026
Operophtera bruceata	PDOWM314-13	JQ615999
Operophtera bruceata	GBMIN80861-17	KX591004
Operophtera bruceata	GBMNC52044-20	MT641316
Operophtera bruceata	PDOWM323-13	JQ616033
Operophtera bruceata	PDOWM038-13	JQ616154
Operophtera bruceata	PDOWM121-13	JQ616134
Operophtera bruceata	PDOWM374-13	JQ616123
Operophtera bruceata	PDOWM331-13	JQ616009
Operophtera bruceata	PDOWM299-13	JQ616067
Operophtera bruceata	PDOWM035-13	JQ616000
Operophtera bruceata	XAB789-05	GU094161
Operophtera bruceata	GBMNC52066-20	MT641294
Operophtera bruceata	PDOWM204-13	JQ616030
Operophtera bruceata	XAB724-04	GU094177
Operophtera bruceata	GWNR601-07	HQ648999
Operophtera bruceata	GBMNC52069-20	MT641291
Operophtera bruceata	GBGL30511-19	KY848281
Operophtera bruceata	LOWC536-05	NA
Operophtera bruceata	GWNJ170-07	NA
Operophtera bruceata	BARSL254-16	NA
Operophtera bruceata	ALLEP025-13	NA
Operophtera bruceata	ALLEP046-13	NA
Operophtera bruceata	CNBRA198-14	KR453301
Operophtera bruceata	CNBRK081-14	KR446923
Operophtera bruceata	CNBRK082-14	KR453936
Operophtera bruceata	CNGBJ1715-14	KR455076
Operophtera bruceata	CNPEB1908-14	KR451119
Operophtera bruceata	CNRGA047-15	MG466799
Operophtera bruceata	CNRGA048-15	MG465985
Operophtera bruceata	CNRGA049-15	MG464677
Operophtera bruceata	CNRMC1494-12	KM549167
Operophtera bruceata	CNROC898-13	KR450931
Operophtera bruceata	GBGL12294-13	JQ616473
Operophtera bruceata	GBGL30599-19	KX591054
Operophtera bruceata	GBGL7402-10	GQ424955
Operophtera bruceata	GBMIN21368-13	JQ616488
Operophtera bruceata	GBMIN21369-13	JQ616486
Operophtera bruceata	GBMIN21370-13	JQ616482
Operophtera bruceata	GBMIN21371-13	JQ616480
Operophtera bruceata	GBMIN21372-13	JQ616478
Operophtera bruceata	GBMIN21631-13	JQ616477
Operophtera bruceata	GBMIN21629-13	JQ616481
Operophtera bruceata	GBMIN21630-13	JQ616479
Operophtera bruceata	GBMIN21632-13	JQ616475
Operophtera bruceata	GBMNC52085-20	MT641275
Operophtera bruceata	GBMIN80865-17	KX591025
Operophtera bruceata	GBMNC52067-20	MT641293
Operophtera bruceata	GBMNC52068-20	MT641292
Operophtera bruceata	GBMNC52070-20	MT641290
Operophtera bruceata	GBMNC52071-20	MT641289
Operophtera bruceata	GBMNC52073-20	MT641287
Operophtera bruceata	GBMNC52074-20	MT641286
Operophtera bruceata	GBMNC52079-20	MT641281
Operophtera bruceata	GNAU149-10	HM392426
Operophtera bruceata	GNAU150-10	HM392427
Operophtera bruceata	GNAU154-10	NA
Operophtera bruceata	GNAU161-10	HM392436
Operophtera bruceata	GWNJ181-07	HQ648998
Operophtera bruceata	GWNP027-07	HQ648996
Operophtera bruceata	GWNS407-07	HQ648995
Operophtera bruceata	GWNS408-07	HQ648994
Operophtera bruceata	LPOKD669-10	NA
Operophtera bruceata	MECB211-05	GU096528
Operophtera bruceata	MECB212-05	GU096529
Operophtera bruceata	MOBIL10083-19	NA
Operophtera bruceata	OPPWC074-17	NA
Operophtera bruceata	PANOV140-12	KT131925
Operophtera bruceata	PANOV141-12	KT148157
Operophtera bruceata	PDOWM012-13	JQ616113
Operophtera bruceata	PDOWM015-13	JQ616064
Operophtera bruceata	PDOWM028-13	JQ616116
Operophtera bruceata	PDOWM036-13	JQ616094
Operophtera bruceata	PDOWM125-13	JQ616104
Operophtera bruceata	PDOWM114-13	JQ616141
Operophtera bruceata	PDOWM115-13	JQ616140
Operophtera bruceata	PDOWM116-13	JQ616142
Operophtera bruceata	PDOWM120-13	JQ616103
Operophtera bruceata	PDOWM235-13	JQ615993
Operophtera bruceata	PDOWM237-13	JQ616015
Operophtera bruceata	PDOWM241-13	JQ615988
Operophtera bruceata	PDOWM247-13	JQ615977
Operophtera bruceata	PDOWM296-13	JQ616013
Operophtera bruceata	PDOWM297-13	JQ616042
Operophtera bruceata	PDOWM300-13	JQ616137
Operophtera bruceata	PDOWM301-13	JQ616035
Operophtera bruceata	PDOWM302-13	JQ616036
Operophtera bruceata	PDOWM303-13	JQ616131
Operophtera bruceata	PDOWM304-13	JQ616083
Operophtera bruceata	PDOWM305-13	JQ616023
Operophtera bruceata	PDOWM306-13	JQ616079
Operophtera bruceata	PDOWM307-13	JQ616022
Operophtera bruceata	PDOWM401-13	JQ616052
Operophtera bruceata	PDOWM402-13	JQ616073
Operophtera bruceata	PDOWM308-13	JQ616408
Operophtera bruceata	PDOWM309-13	JQ616102
Operophtera bruceata	PDOWM310-13	JQ615998
Operophtera bruceata	PDOWM311-13	JQ615985
Operophtera bruceata	PDOWM312-13	JQ616068
Operophtera bruceata	PDOWM316-13	JQ616024
Operophtera bruceata	PDOWM318-13	JQ616106
Operophtera bruceata	PDOWM320-13	JQ616117
Operophtera bruceata	PDOWM322-13	JQ616096
Operophtera bruceata	PDOWM325-13	JQ616143
Operophtera bruceata	PDOWM326-13	JQ616146
Operophtera bruceata	PDOWM329-13	JQ616066
Operophtera bruceata	PDOWM332-13	JQ616130
Operophtera bruceata	PDOWM334-13	JQ616108
Operophtera bruceata	PDOWM342-13	JQ616012
Operophtera bruceata	PDOWM343-13	JQ616095
Operophtera bruceata	PDOWM345-13	JQ616098
Operophtera bruceata	PDOWM348-13	JQ616153
Operophtera bruceata	PDOWM349-13	JQ616112
Operophtera bruceata	PDOWM351-13	JQ616018
Operophtera bruceata	PDOWM359-13	JQ616054
Operophtera bruceata	PDOWM360-13	JQ616062
Operophtera bruceata	PDOWM361-13	JQ616128
Operophtera bruceata	PDOWM362-13	JQ616100
Operophtera bruceata	PDOWM364-13	JQ616132
Operophtera bruceata	PDOWM366-13	JQ615980
Operophtera bruceata	PDOWM367-13	JQ616020
Operophtera bruceata	PDOWM378-13	JQ616080
Operophtera bruceata	PDOWM370-13	JQ616078
Operophtera bruceata	PDOWM371-13	JQ615983
Operophtera bruceata	PDOWM373-13	JQ616097
Operophtera bruceata	PDOWM383-13	JQ616118
Operophtera bruceata	PDOWM385-13	JQ616144
Operophtera bruceata	PDOWM386-13	JQ616138
Operophtera bruceata	PDOWM387-13	JQ616148
Operophtera bruceata	PDOWM388-13	JQ616139
Operophtera bruceata	PDOWM391-13	JQ615987
Operophtera bruceata	PDOWM392-13	JQ616072
Operophtera bruceata	PDOWM394-13	JQ616127
Operophtera bruceata	PDOWM398-13	JQ616115
Operophtera bruceata	PDOWM399-13	JQ616019
Operophtera bruceata	PDOWM400-13	JQ616093
Operophtera bruceata	PDOWM404-13	JQ616057
Operophtera bruceata	PDOWM406-13	JQ616070
Operophtera bruceata	PDOWM407-13	JQ616149
Operophtera bruceata	PDOWM409-13	JQ616056
Operophtera bruceata	PDOWM410-13	JQ615979
Operophtera bruceata	PDOWM411-13	JQ616011
Operophtera bruceata	PDOWM426-13	JQ616055
Operophtera bruceata	PDOWM428-13	JQ616126
Operophtera bruceata	PDOWM429-13	JQ616101
Operophtera bruceata	PDOWM432-13	JQ616125
Operophtera bruceata	PDOWM435-13	JQ616122
Operophtera bruceata	PDOWM436-13	JQ616025
Operophtera bruceata	PHMNB776-05	GU438536
Operophtera bruceata	RRSSA1970-15	KT703443
Operophtera bruceata	SMTPG1315-14	KT137999
Operophtera bruceata	SMTPF6666-14	KT142570
Operophtera bruceata	SMTPG1316-14	KT129501
Operophtera bruceata	SMTPL4379-15	MG360052
Operophtera bruceata	SMTPM496-15	MG360040
Operophtera bruceata	SMTPR8592-16	MG362468
Operophtera bruceata	SMTPR8593-16	MG358284
Operophtera bruceata	SMTPR8604-16	MG359852
Operophtera bruceata	SMTPR8605-16	MG361425
Operophtera bruceata	SMTPS1008-16	MG358123
Operophtera bruceata	SSPEA693-15	MG465225
Operophtera bruceata	SSWLC3828-13	KM542659
Operophtera bruceata	TMNBD095-07	KT133631
Operophtera bruceata	TMNBD096-07	KT143362
Operophtera bruceata	TMNBD097-07	KT142372
Operophtera bruceata	XAB713-04	GU094184
Operophtera bruceata	XAB729-04	GU094182
Operophtera bruceata	XAB734-04	GU094129
Operophtera bruceata	XAB737-04	GU094132
Operophtera bruceata	XAB745-04	GU094140
Operophtera bruceata	XAB758-04	GU094148
Operophtera bruceata	XAB788-05	GU094164
Operophtera bruceata	XAH820-05	GU090605
Operophtera bruceata	XAH837-05	GU090631
Operophtera bruceata	XAH853-05	GU090616
Operophtera bruceata	XAH867-05	GU090606
Operophtera bruceata	ZMUCG338-12	KT959987
Operophtera bruceata	LMIS045-06	KT133975
Operophtera bruceata	XAH828-05	GU090630
Operophtera bruceata	SMTPS992-16	MG365106
Operophtera bruceata	OPPDM008-17	NA
Operophtera bruceata	XAB526-04	GU094167
Operophtera bruceata	XAB722-04	GU094179
Operophtera bruceata	XAB744-04	GU094134
Operophtera bruceata	XAB748-04	GU094135
Operophtera bruceata	XAB756-04	GU094144
Operophtera bruceata	XAB764-04	GU094155
Operophtera bruceata	XAB765-04	GU094153
Operophtera bruceata	XAB767-04	GU094147
Operophtera bruceata	XAB771-04	GU094157
Operophtera bruceata	XAB773-04	GU094160
Operophtera bruceata	XAH690-05	GU090593
Operophtera bruceata	XAH777-05	GU090597
Operophtera bruceata	XAH807-05	GU090600
Operophtera bruceata	XAH857-05	GU090617
Operophtera bruceata	XAH862-05	GU090623
Operophtera bruceata	XAH872-05	GU090625
Operophtera bruceata	XAH878-05	GU090628
Operophtera bruceata	GBMNC52087-20	MT641273
Operophtera bruceata	XAB732-04	GU094171
Operophtera bruceata	XAB740-04	GU094124
Operophtera bruceata	XAH808-05	GU090599
Operophtera bruceata	GBMNC52045-20	MT641315
Operophtera bruceata	GNAU162-10	HM392437
Operophtera bruceata	OPPBA1161-17	NA
Operophtera bruceata	OPPDM006-17	NA
Operophtera bruceata	OPPWC072-17	NA
Operophtera bruceata	OPPWC073-17	NA
Operophtera bruceata	OPPWC077-17	NA
Operophtera bruceata	PHNOV484-11	KT136623
Operophtera bruceata	XAB525-04	GU094166
Operophtera bruceata	XAB532-04	GU094168
Operophtera bruceata	XAB715-04	GU094173
Operophtera bruceata	XAB716-04	GU094172
Operophtera bruceata	XAB725-04	GU094174
Operophtera bruceata	XAB726-04	GU094178
Operophtera bruceata	XAB733-04	GU094125
Operophtera bruceata	XAB735-04	GU094128
Operophtera bruceata	XAB736-04	GU094131
Operophtera bruceata	XAB741-04	GU094133
Operophtera bruceata	XAB743-04	GU094136
Operophtera bruceata	XAB749-04	GU094126
Operophtera bruceata	XAB754-04	GU094146
Operophtera bruceata	XAB760-04	GU094150
Operophtera bruceata	XAB766-04	GU094152
Operophtera bruceata	XAB769-04	GU094158
Operophtera bruceata	XAB794-05	GU094163
Operophtera bruceata	XAH795-05	GU090598
Operophtera bruceata	XAH797-05	GU090602
Operophtera bruceata	XAH811-05	GU090596
Operophtera bruceata	XAH812-05	GU090595
Operophtera bruceata	XAH813-05	GU090603
Operophtera bruceata	XAH818-05	GU090604
Operophtera bruceata	XAH819-05	GU090607
Operophtera bruceata	XAH847-05	GU090610
Operophtera bruceata	XAH848-05	GU090613
Operophtera bruceata	XAH849-05	GU090601
Operophtera bruceata	XAH850-05	GU090614
Operophtera bruceata	XAH852-05	GU090612
Operophtera bruceata	XAH854-05	GU090620
Operophtera bruceata	XAH855-05	GU090622
Operophtera bruceata	XAH856-05	GU090615
Operophtera bruceata	XAH859-05	GU090624
Operophtera bruceata	XAH861-05	GU090618
Operophtera bruceata	XAH866-05	GU090611
Operophtera bruceata	XAH869-05	GU090609
Operophtera bruceata	XAH870-05	GU090594
Operophtera bruceata	XAH873-05	GU090627
Operophtera bruceata	XAH876-05	GU090626
Operophtera bruceata	PDOWM031-13	JQ616084
Operophtera bruceata	PDOWM032-13	JQ616085
Operophtera bruceata	PDOWM033-13	JQ616086
Operophtera bruceata	PDOWM039-13	JQ616087
Operophtera bruceata	PDOWM059-13	JQ616088
Operophtera bruceata	PDOWM202-13	JQ616053
Operophtera bruceata	PDOWM205-13	JQ616089
Operophtera bruceata	PDOWM214-13	JQ616074
Operophtera bruceata	PDOWM219-13	JQ616075
Operophtera bruceata	PDOWM224-13	JQ616060
Operophtera bruceata	PDOWM234-13	JQ616037
Operophtera bruceata	PDOWM246-13	JQ616038
Operophtera bruceata	PDOWM254-13	JQ616039
Operophtera bruceata	PDOWM257-13	JQ616090
Operophtera bruceata	PDOWM439-13	JQ616077
Operophtera bruceata	PDOWM346-13	JQ616091
Operophtera bruceata	PDOWM363-13	JQ616092
Operophtera bruceata	PDOWM415-13	JQ616076
Operophtera bruceata	PDOWM437-13	JQ616061
Operophtera bruceata	PDOWM013-13	JQ616114
Operophtera bruceata	PDOWM016-13	JQ616129
Operophtera bruceata	PDOWM026-13	JQ616065
Operophtera bruceata	PDOWM313-13	JQ616028
Operophtera bruceata	PDOWM037-13	JQ616001
Operophtera bruceata	PDOWM040-13	JQ616002
Operophtera bruceata	PDOWM082-13	JQ616003
Operophtera bruceata	PDOWM227-13	JQ615968
Operophtera bruceata	PDOWM239-13	JQ615969
Operophtera bruceata	PDOWM240-13	JQ615970
Operophtera bruceata	PDOWM245-13	JQ616004
Operophtera bruceata	PDOWM248-13	JQ615971
Operophtera bruceata	PDOWM249-13	JQ616005
Operophtera bruceata	PDOWM251-13	JQ615972
Operophtera bruceata	PDOWM252-13	JQ615973
Operophtera bruceata	PDOWM255-13	JQ616006
Operophtera bruceata	PDOWM336-13	JQ615994
Operophtera bruceata	PDOWM376-13	JQ616008
Operophtera bruceata	PDOWM377-13	JQ616007
Operophtera bruceata	PDOWM420-13	JQ615995
Operophtera bruceata	PDOWM347-13	JQ616017
Operophtera bruceata	PDOWM438-13	JQ616029
Operophtera bruceata	PDOWM218-13	JQ616031
Operophtera bruceata	PDOWM244-13	JQ616120
Operophtera bruceata	PDOWM413-13	JQ616124
Operophtera bruceata	PDOWM337-13	JQ615989
Operophtera bruceata	PDOWM369-13	JQ615990
Operophtera bruceata	PDOWM259-13	JQ616041
Operophtera bruceata	PDOWM317-13	JQ616043
Operophtera bruceata	PDOWM380-13	JQ616082
Operophtera bruceata	PDOWM393-13	JQ616069
Operophtera bruceata	PDOWM324-13	JQ616034
Operophtera bruceata	PDOWM338-13	JQ616046
Operophtera bruceata	PDOWM414-13	JQ616047
Operophtera bruceata	PDOWM416-13	JQ616048
Operophtera bruceata	PDOWM418-13	JQ616049
Operophtera bruceata	PDOWM419-13	JQ616050
Operophtera bruceata	PDOWM422-13	JQ616051
Operophtera bruceata	PDOWM382-13	JQ616110
Operophtera bruceata	PDOWM405-13	JQ616111
Operophtera bruceata	PDOWM403-13	JQ615981
Operophtera bruceata	PDOWM417-13	JQ616063
Operophtera bruceata	PHMNB777-05	GU438537
Operophtera bruceata	SMTPG1318-14	KT134265
Operophtera bruceata	SMTPL6688-15	MG359688
Operophtera bruceata	SMTPL5719-15	MG363399
Operophtera bruceata	SMTPR8606-16	MG364487
Operophtera bruceata	SMTPR8607-16	MG362940
Operophtera bruceata	XAB531-04	GU094169
Operophtera bruceata	XAB718-04	GU094175
Operophtera bruceata	XAB728-04	GU094181
Operophtera bruceata	XAB738-04	GU094130
Operophtera bruceata	XAB747-04	GU094139
Operophtera bruceata	XAB762-04	GU094151
Operophtera bruceata	XAB768-04	GU094142
Operophtera bruceata	XAB770-04	GU094159
Operophtera bruceata	XAB772-04	GU094156
Operophtera bruceata	XAH839-05	GU090629
Operophtera bruceata	XAH868-05	GU090608
Operophtera bruceata	XAH829-05	GU090619
Operophtera bruceata	XAH863-05	GU090621
Operophtera brumata	GBGL30605-19	KX343593
Operophtera brumata	BLUTI169-16	NA
Operophtera brumata	BLUTI1780-19	NA
Operophtera brumata	BLUTI2347-19	NA
Operophtera brumata	BLUTI239-16	NA
Operophtera brumata	BLUTI1356-19	NA
Operophtera brumata	BLUTI1261-19	NA
Operophtera brumata	BLUTI1909-19	NA
Operophtera brumata	BLUTI2307-19	NA
Operophtera brumata	BLUTI015-16	NA
Operophtera brumata	BLUTI035-16	NA
Operophtera brumata	BLUTI036-16	NA
Operophtera brumata	BLUTI048-16	NA
Operophtera brumata	BLUTI060-16	NA
Operophtera brumata	BLUTI061-16	NA
Operophtera brumata	BLUTI062-16	NA
Operophtera brumata	BLUTI073-16	NA
Operophtera brumata	BLUTI074-16	NA
Operophtera brumata	BLUTI075-16	NA
Operophtera brumata	BLUTI1000-19	NA
Operophtera brumata	BLUTI1019-19	NA
Operophtera brumata	BLUTI1033-19	NA
Operophtera brumata	BLUTI1041-19	NA
Operophtera brumata	BLUTI1047-19	NA
Operophtera brumata	BLUTI1107-19	NA
Operophtera brumata	BLUTI1117-19	NA
Operophtera brumata	BLUTI1148-19	NA
Operophtera brumata	BLUTI1149-19	NA
Operophtera brumata	BLUTI1163-19	NA
Operophtera brumata	BLUTI1196-19	NA
Operophtera brumata	BLUTI1201-19	NA
Operophtera brumata	BLUTI1256-19	NA
Operophtera brumata	BLUTI1259-19	NA
Operophtera brumata	BLUTI1271-19	NA
Operophtera brumata	BLUTI1273-19	NA
Operophtera brumata	BLUTI1318-19	NA
Operophtera brumata	BLUTI1324-19	NA
Operophtera brumata	BLUTI1336-19	NA
Operophtera brumata	BLUTI1361-19	NA
Operophtera brumata	BLUTI1388-19	NA
Operophtera brumata	BLUTI1389-19	NA
Operophtera brumata	BLUTI1398-19	NA
Operophtera brumata	BLUTI1399-19	NA
Operophtera brumata	BLUTI1411-19	NA
Operophtera brumata	BLUTI1413-19	NA
Operophtera brumata	BLUTI1414-19	NA
Operophtera brumata	BLUTI1449-19	NA
Operophtera brumata	BLUTI1576-19	NA
Operophtera brumata	BLUTI161-16	NA
Operophtera brumata	BLUTI1654-19	NA
Operophtera brumata	BLUTI1655-19	NA
Operophtera brumata	BLUTI1664-19	NA
Operophtera brumata	BLUTI1665-19	NA
Operophtera brumata	BLUTI1673-19	NA
Operophtera brumata	BLUTI1686-19	NA
Operophtera brumata	BLUTI1699-19	NA
Operophtera brumata	BLUTI177-16	NA
Operophtera brumata	BLUTI1774-19	NA
Operophtera brumata	BLUTI1788-19	NA
Operophtera brumata	BLUTI1815-19	NA
Operophtera brumata	BLUTI1865-19	NA
Operophtera brumata	BLUTI1876-19	NA
Operophtera brumata	BLUTI1893-19	NA
Operophtera brumata	BLUTI1903-19	NA
Operophtera brumata	BLUTI1905-19	NA
Operophtera brumata	BLUTI191-16	NA
Operophtera brumata	BLUTI192-16	NA
Operophtera brumata	BLUTI193-16	NA
Operophtera brumata	BLUTI1935-19	NA
Operophtera brumata	BLUTI194-16	NA
Operophtera brumata	BLUTI1977-19	NA
Operophtera brumata	BLUTI1986-19	NA
Operophtera brumata	BLUTI1997-19	NA
Operophtera brumata	BLUTI1999-19	NA
Operophtera brumata	BLUTI2000-19	NA
Operophtera brumata	BLUTI2011-19	NA
Operophtera brumata	BLUTI2012-19	NA
Operophtera brumata	BLUTI2018-19	NA
Operophtera brumata	BLUTI2024-19	NA
Operophtera brumata	BLUTI2054-19	NA
Operophtera brumata	BLUTI2121-19	NA
Operophtera brumata	BLUTI2122-19	NA
Operophtera brumata	BLUTI2143-19	NA
Operophtera brumata	BLUTI216-16	NA
Operophtera brumata	BLUTI2186-19	NA
Operophtera brumata	BLUTI2197-19	NA
Operophtera brumata	BLUTI2211-19	NA
Operophtera brumata	BLUTI2212-19	NA
Operophtera brumata	BLUTI2220-19	NA
Operophtera brumata	BLUTI2225-19	NA
Operophtera brumata	BLUTI2228-19	NA
Operophtera brumata	BLUTI2232-19	NA
Operophtera brumata	BLUTI2236-19	NA
Operophtera brumata	BLUTI2237-19	NA
Operophtera brumata	BLUTI227-16	NA
Operophtera brumata	BLUTI2278-19	NA
Operophtera brumata	BLUTI2282-19	NA
Operophtera brumata	BLUTI2284-19	NA
Operophtera brumata	BLUTI2289-19	NA
Operophtera brumata	BLUTI2302-19	NA
Operophtera brumata	BLUTI2319-19	NA
Operophtera brumata	BLUTI232-16	NA
Operophtera brumata	BLUTI2367-19	NA
Operophtera brumata	BLUTI237-16	NA
Operophtera brumata	BLUTI241-16	NA
Operophtera brumata	BLUTI256-16	NA
Operophtera brumata	BLUTI257-16	NA
Operophtera brumata	BLUTI435-19	NA
Operophtera brumata	BLUTI457-19	NA
Operophtera brumata	BLUTI499-19	NA
Operophtera brumata	BLUTI516-19	NA
Operophtera brumata	BLUTI594-19	NA
Operophtera brumata	BLUTI649-19	NA
Operophtera brumata	BLUTI749-19	NA
Operophtera brumata	BLUTI769-19	NA
Operophtera brumata	BLUTI791-19	NA
Operophtera brumata	BLUTI845-19	NA
Operophtera brumata	BLUTI860-19	NA
Operophtera brumata	BLUTI959-19	NA
Operophtera brumata	BLUTI985-19	NA
Operophtera brumata	CGUKA902-09	NA
Operophtera brumata	BLUTI2127-19	NA
Operophtera brumata	BLUTI1575-19	NA
Operophtera brumata	BLUTI1584-19	NA
Operophtera brumata	BLUTI218-16	NA
Operophtera brumata	BLUTI2281-19	NA
Operophtera brumata	CGUKD476-09	KX043588
Operophtera brumata	CGUKD574-09	KX042895
Operophtera brumata	BLUTI1269-19	NA
Operophtera brumata	BLUTI317-16	NA
Operophtera brumata	BLUTI1464-19	NA
Operophtera brumata	BLUTI1908-19	NA
Operophtera brumata	BLUTI1919-19	NA
Operophtera brumata	BLUTI2242-19	NA
Operophtera brumata	BLUTI2309-19	NA
Operophtera brumata	BLUTI460-19	NA
Operophtera brumata	BLUTI534-19	NA
Operophtera brumata	BLUTI1031-19	NA
Operophtera brumata	BLUTI1653-19	NA
Operophtera brumata	BLUTI1962-19	NA
Operophtera brumata	BLUTI1290-19	NA
Operophtera brumata	BLUTI2023-19	NA
Operophtera brumata	BLUTI2088-19	NA
Operophtera brumata	BLUTI1620-19	NA
Operophtera brumata	BLUTI1023-19	NA
Operophtera brumata	BLUTI1169-19	NA
Operophtera brumata	BLUTI1255-19	NA
Operophtera brumata	BLUTI1292-19	NA
Operophtera brumata	BLUTI1587-19	NA
Operophtera brumata	BLUTI065-16	NA
Operophtera brumata	BLUTI1775-19	NA
Operophtera brumata	BLUTI284-16	NA
Operophtera brumata	CNPEB1910-14	KR445867
Operophtera brumata	EII563-15	NA
Operophtera brumata	GBGL7149-10	GU580781
Operophtera brumata	GBGL7403-10	GQ424954
Operophtera brumata	GBLAA454-14	NA
Operophtera brumata	GBLAB267-13	NA
Operophtera brumata	GBMIN21374-13	JQ616472
Operophtera brumata	GBMNA10059-19	KP027400
Operophtera brumata	GBMIN33826-13	JF784746
Operophtera brumata	GMBMD006-17	NA
Operophtera brumata	GMCVX524-16	MG362439
Operophtera brumata	GMCVX525-16	MG364416
Operophtera brumata	GMGMF030-14	NA
Operophtera brumata	GMGMF046-14	NA
Operophtera brumata	GMGMF049-14	NA
Operophtera brumata	GMGMF1537-14	NA
Operophtera brumata	GMVVB050-16	MG361517
Operophtera brumata	GWORA1000-08	HQ601447
Operophtera brumata	GWORA1002-08	HQ601446
Operophtera brumata	GWORA1003-08	HQ601445
Operophtera brumata	GWORA1009-08	HQ601444
Operophtera brumata	GWORB1494-08	HQ601450
Operophtera brumata	GWORB1495-08	HQ601449
Operophtera brumata	GWORB1496-08	HQ601448
Operophtera brumata	GWORC007-07	HQ601452
Operophtera brumata	GWORG074-08	JF415263
Operophtera brumata	GWORO977-09	GU688553
Operophtera brumata	GWOTD346-12	KX044842
Operophtera brumata	LBCG3383-09	HQ649012
Operophtera brumata	LBCG3395-09	HQ649011
Operophtera brumata	LBCG3429-09	HQ649010
Operophtera brumata	LEATF434-14	NA
Operophtera brumata	LEFIE076-10	HM873823
Operophtera brumata	LEFIE091-10	HM873838
Operophtera brumata	LENOA1028-11	KX041811
Operophtera brumata	LNAUT1324-14	NA
Operophtera brumata	NINA011-13	NA
Operophtera brumata	NINA014-13	NA
Operophtera brumata	NINA033-13	NA
Operophtera brumata	NINA034-13	NA
Operophtera brumata	NINA040-13	NA
Operophtera brumata	NINA043-13	NA
Operophtera brumata	NINA045-13	NA
Operophtera brumata	NINA049-13	NA
Operophtera brumata	NINA054-13	NA
Operophtera brumata	NINA074-13	NA
Operophtera brumata	NINA099-13	NA
Operophtera brumata	NINA101-13	NA
Operophtera brumata	NINA112-13	NA
Operophtera brumata	NINA144-13	NA
Operophtera brumata	NINA146-13	NA
Operophtera brumata	NINA159-13	NA
Operophtera brumata	NINA164-13	NA
Operophtera brumata	NINA166-13	NA
Operophtera brumata	NINA167-13	NA
Operophtera brumata	NINA243-13	NA
Operophtera brumata	NINA263-13	NA
Operophtera brumata	NINA276-13	NA
Operophtera brumata	NINA351-13	NA
Operophtera brumata	NINA354-13	NA
Operophtera brumata	PDOWM001-13	JQ616377
